texto,texto_limpio,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
"Ay madreeee, decíme cuándo y dónde que allá te llego.",ay madreeee decíme cuándo dónde allá llego,False,False,False,False,False,False,False,False,False,False,False
Te vas a hacer pegar un pepazo!!,vas hacer pegar pepazo,False,False,False,False,False,False,False,False,False,False,False
"siga así mijo, siga así, el que busca encuentra, te vas hacer pegar una golpiza",siga así mijo siga así busca encuentra vas hacer pegar golpiza,False,False,False,False,False,False,False,False,False,False,False
"La política petrolera del país ,ha sido muy sana , un pozo de exploración petrolera vale US$ 20.0 millones , las probabilidades de éxito es del 20% , los aliados corren ese riesgo y no Ecopetrol , en Geología el que busca encuentra",política petrolera país sido sana pozo exploración petrolera vale us millones probabilidades éxito aliados corren riesgo ecopetrol geología busca encuentra,False,False,False,False,False,False,False,False,False,False,False
"Disque el que busca encuentra, yo llevo buscando como desde hace un mes y nada",disque busca encuentra llevo buscando hace mes,False,False,False,False,False,False,False,False,False,False,False
"Pidan, y se les dará; busquen y encontrarán; Llamen y se les abrirá. Porque todo el que pide, recibe; El que busca, encuentra; Y al que llama, se le abre.",pidan dará busquen encontrarán llamen abrirá pide recibe busca encuentra llama abre,False,False,False,False,False,False,False,False,False,False,False
"El que busca encuentra, no mas que me lo encuentre por la calle y verá",busca encuentra mas encuentre calle verá,False,False,False,False,False,False,False,False,False,False,False
"Y utd que vergas hace, ahhh bueno si mamar verga a los senadores mmmm se me olvidaba malo cacorro",utd vergas hace ahhh bueno si mamar verga senadores mmmm olvidaba malo cacorro,False,False,False,False,False,False,False,True,False,False,False
"¿hay alguien en el gobierno de este pantano que no sea drogadicto, gay, cacorro, alcocholico, corrupto, asesino, secuestrador, etc.?",alguien gobierno pantano drogadicto gay cacorro alcocholico corrupto asesino secuestrador etc,False,False,False,False,False,False,False,False,False,False,False
"Cacorro no, soy gay y por eso vivo acá peligro tú que eres el Machorro que se da puńo por una changua .. Mija cuidado te matan por allá cuídate más bien que acá en Colombia estabas más segura . Que estupida!",cacorro gay vivo acá peligro machorro da puo changua mija cuidado matan allá cuídate bien acá colombia segura estupida,False,False,False,False,False,False,False,False,False,False,False
jajaja viejo cacorro triplehijueputa Respete bobo catredoblehijueputa,jajaja viejo cacorro triplehijueputa respete bobo catredoblehijueputa,False,False,False,False,True,False,False,False,False,False,False
Dale el jopo a Alex López travesti cacorro,dale jopo alex lópez travesti cacorro,False,False,False,False,False,False,False,False,False,False,False
Usted es cacorro ?,usted cacorro,False,False,False,False,False,False,False,False,False,False,False
cacorro hijo de su gran puta madre,cacorro hijo gran puta madre,False,False,False,False,True,False,False,False,False,False,False
Este man es cacorro Solo se la monta a las mujeres. Resentido contra las mujeres. Incredible. Jajajajaja Acosador.,man cacorro solo monta mujeres resentido mujeres incredible jajajajaja acosador,False,False,False,False,False,False,False,False,False,False,False
"Jajaajaj ahhh bno, ¿que tiene que ver con ser “cacorro” con el servicio de mierda que vos das? ",jajaajaj ahhh bno ver ser cacorro servicio mierda vos das,False,False,False,False,False,False,False,True,False,False,False
"Yo con la foto de perfil al lado de un cacorro lame culos como ese hpta del Bolivar, mejor me quedo quieto y no me pongo a tratar de ridiculizar a los demás. O es que se siente muy orgullosa al lado de esa gonorrea.",foto perfil lado cacorro lame culos hpta bolivar mejor quedo quieto pongo tratar ridiculizar demás orgullosa lado gonorrea,False,False,True,False,False,False,False,True,False,False,False
negro y cacorro,negro cacorro,False,False,False,False,True,False,False,False,False,False,False
Explícanos tu esto… te pasaste de cacorro maldita gorda,explícanos pasaste cacorro maldita gorda,True,False,False,False,False,False,False,True,False,False,False
"ES CACORRO, SIGUE A HENRY CAVILL AMOOOOO",cacorro sigue henry cavill amooooo,False,False,False,False,False,False,False,False,False,False,False
"No me aguanto mas este viejito cacorro de mierda, todo problema pasa por ese carechimba añejado, lo más divertido que ha hecho ese gordo hpta es dormir. ",aguanto mas viejito cacorro mierda problema pasa carechimba añejado divertido hecho gordo hpta dormir,True,False,False,False,False,False,False,True,False,False,False
De 1 a 10 cuanta cara de cacorro tiene este ?,cuanta cara cacorro,False,False,False,False,False,False,False,False,False,False,False
Ahora vera que se victimiza y dice que lo estan atacando por cacorro,ahora vera victimiza dice estan atacando cacorro,False,False,False,False,False,False,False,False,False,False,False
Sara como te diste cuenta que es cacorro? Yo pensé que por lo menos en eso ese viejo marica no dejaba evidencia.,sara diste cuenta cacorro pensé menos viejo marica dejaba evidencia,False,False,False,False,True,False,False,False,False,False,False
Macho que come macho es cacorro.,macho come macho cacorro,False,False,False,False,False,False,False,False,False,False,False
CAYÓ EL PRECIO PERO EN EL MUNDO DE FANTASÍAS DE UN CACORRO!,cayó precio mundo fantasías cacorro,False,False,False,False,False,False,False,False,False,False,False
"Semejante cacorro, cobarde!",semejante cacorro cobarde,False,False,False,False,False,False,False,False,False,False,False
"Y ud deje de ser tan hpta y eso no le pase a su madre, hija/o o mujer! No le va a gustar cuando los revictimicen y quede impune. O a ud mismo le puede pasar que lo violen y no le crean… a lo mejor pensaran que por cacorro se lo merece",ud deje ser tan hpta pase madre hijao mujer va gustar revictimicen quede impune ud mismo puede pasar violen crean mejor pensaran cacorro merece,False,False,False,False,False,False,False,False,False,False,False
Estamos llenos de cacorro a por todos lados.,llenos cacorro lados,False,False,False,False,False,False,False,False,False,False,False
Que es cacorro?,cacorro,False,False,False,False,False,False,False,False,False,False,False
Este cacorro me odia pero yo lo odio más a él,cacorro odia odio,False,False,False,False,False,False,False,False,False,False,False
En camino a la EPS a incapacitarme por cacorro,camino eps incapacitarme cacorro,False,False,False,False,False,False,False,False,False,False,False
"Eso no es ser cacorro, nunca he negado las veces que me he comido a manes.",ser cacorro nunca negado veces comido manes,False,False,False,False,False,False,False,False,False,False,False
Una bella familia.  Algo que nunca tendras cacorro triple hpta,bella familia nunca tendras cacorro triple hpta,False,False,False,False,False,False,False,False,False,False,False
Me tienen cacorro esas cuentas fake bien hechas.,cacorro cuentas fake bien hechas,False,False,False,False,False,False,False,False,False,True,False
esta twiteadera con asteriscos me tiene cacorro,twiteadera asteriscos cacorro,False,False,False,False,False,False,False,False,False,False,False
"Suena paradójico que usted tenga que meter a Dios en todo la verborrea que habla , un pervertido cacorro que lo único que tiene ganado es el infierno.",suena paradójico usted meter dios verborrea habla pervertido cacorro único ganado infierno,False,False,False,False,False,True,False,False,False,False,False
Que por qué no tomo en serio ese discurso cacorro del género o del feminismo? Porque las que más lo usan tienen una doble moral gigante y son las que más acosan y atacan a la primera oportunidad. Cambie los papeles y ya estarían quemando todo,tomo serio discurso cacorro género feminismo usan doble moral gigante acosan atacan primera oportunidad cambie papeles quemando,False,False,False,False,False,False,False,False,False,False,False
"Otra cacorro que idolatra al Che Guevera, que en su época lo hubiera fusilad0. Petriste maricon",cacorro idolatra che guevera época fusilad petriste maricon,False,False,False,False,False,False,False,False,False,False,False
"A dormir hpta , a repartir hojas de vida CACORRO HPTA",dormir hpta repartir hojas vida cacorro hpta,False,False,False,False,False,False,False,False,False,False,False
Bro me tenes cacorro con esa pregunta te lo juro,bro tenes cacorro pregunta juro,False,False,False,False,False,False,False,False,False,False,False
mi único crimen es ser boquisucia!! no califico?!!,único crimen ser boquisucia califico,False,False,False,False,False,False,False,False,False,False,False
Usted que es mujer deje de juzgar respete ala familia y sealo que sea nadie tiene derecho a quitarle la vida A nadie  cierre esa jeta boquisucia  atrevida,usted mujer deje juzgar respete ala familia sealo nadie derecho quitarle vida nadie cierre jeta boquisucia atrevida,False,False,False,False,False,False,False,False,False,False,False
"Esta marrana choncha y la anciana guache, no tiene vida por estar pendiente de Quintero.   Que vieja tan boquisucia es su señora madre.",marrana choncha anciana guache vida pendiente quintero vieja tan boquisucia señora madre,False,False,False,False,False,False,False,False,False,False,False
Me encanta cuando te pones boquisucia,encanta pones boquisucia,False,False,False,False,False,False,False,False,False,False,False
Criminal usted y su patrón. Cochina boquisucia. Van a perder.,criminal usted patrón cochina boquisucia van perder,False,False,False,False,False,False,False,False,False,False,False
Boquisucia! Pero hermosa!,boquisucia hermosa,False,False,False,False,False,False,False,False,False,False,False
"Esta mujer se lava la boca con desinfectante, qué mujer tan boquisucia, no hay derecho en mi humilde opinión.",mujer lava boca desinfectante mujer tan boquisucia derecho humilde opinión,False,False,False,False,False,False,False,False,False,False,False
"Enserio, enserio, me gustaría tener un debate con usted, haber si es muy inteligente y se hace la tonta, o no se de verdad, por ahí un conocido suyo me dijo que era bien boquisucia y grosera.",enserio enserio gustaría tener debate usted haber si inteligente hace tonta verdad ahí conocido dijo bien boquisucia grosera,True,False,False,False,False,False,False,False,False,False,False
